,comments,sentiment,tokens
15805,그리고 몰래 얼굴 공개해라,0,"['그리고', '몰래', '얼굴', '공개', '해라']"
15806,가끔 돌머리라서 턱 때려도 안 먹히는 경우가 있는데 그럴 때는 옆 통수나 눈썹 부근 옆 목처럼 뼈가 약한데 나 귀처럼 청각 손실을 일으키는 데를 때리는 게 좋긴 하지요,-1,"['가끔', '돌', '머리', '라서', '턱', '때려도', '안', '먹히는', '경우', '가', '있는데', '그럴', '때', '는', '옆', '통', '수나', '눈썹', '부근', '옆', '목', '처럼', '뼈', '가', '약한데', '나', '귀', '처럼', '청각', '손실', '을', '일으키는', '데', '를', '때리는', '게', '좋긴', '하지요']"
15807,고현정은 머리에 똥만 들었는데 이런 게 교수라니 교수는 똥개도 되나보네,1,"['고현정', '은', '머리', '에', '똥', '만', '들었는데', '이런', '게', '교수', '라니', '교수', '는', '똥개', '도', '되나', '보네']"
15808,개 ㅆㄴ이었고만,1,"['개', 'ㅆㄴ', '이었고만']"
15809,ㄹㅇ 이거는 성장했다는 걸 잘 보여주는 듯,0,"['ㄹㅇ', '이', '거', '는', '성장했다는', '걸', '잘', '보여주는', '듯']"
15810,오 나 처음으오 일찍 왔다,0,"['오', '나', '처음', '으', '오', '일찍', '왔다']"
15811,또 몇 개월 지나면 잊혀지겠지 우린 끝까지 잊지 말자,0,"['또', '몇', '개월', '지나면', '잊혀지겠지', '우린', '끝', '까지', '잊지', '말', '자']"
15812,김태리 넘 안이 뻐코도 낮고 좀 촌스럽게 생김여주 맞기엔 넘 왜 이렇게 띄어주고 여기저기 나오지,1,"['김태리', '넘', '안이', '뻐코', '도', '낮고', '좀', '촌', '스럽게', '생김', '여주', '맞기엔', '넘', '왜', '이렇게', '띄어주고', '여기저기', '나오지']"
15813,잡긴 잡앗 나 저건 다른 사람 인생까지 망쳤으니 그 값 까지 죄값 받길 이런 건 제 발 개한민국 개법이 안 되길,0,"['잡긴', '잡앗', '나', '저건', '다른', '사람', '인생', '까지', '망쳤으니', '그', '값', '까지', '죄값', '받길', '이런', '건', '제', '발', '개한민국', '개법', '이', '안', '되길']"
15814,이런 상황 나한테 다가오면 니들 진짜 디진다ㅡㅡ 나이 젊은 애도 졸음운전 했다고 사과한 디 나이 쳐든 년 놈들이 멀 쳐 잘했다고 ㅈㄹ 이냐,1,"['이런', '상황', '나', '한테', '다가오면', '니', '들', '진짜', '디진다', 'ㅡㅡ', '나이', '젊은', '애도', '졸음', '운전', '했다고', '사과', '한', '디', '나이', '쳐든', '년', '놈', '들', '이', '멀', '쳐', '잘', '했다고', 'ㅈㄹ', '이냐']"
15815,톰 하디 미만 담배 금지,0,"['톰', '하디', '미만', '담배', '금지']"
15816,ㅋㅋㄱㄲㅋ보지ㅡ까,1,"['ㅋㅋㄱㄲㅋ', '보지', 'ㅡ', '까']"
15817,결과 알고 보는 데도 떨리는데 선수들 ㅜㅜ 정말 대단해요 수고 많으셨습니다,0,"['결과', '알', '고', '보는', '데도', '떨리는데', '선수', '들', 'ㅜㅜ', '정말', '대단해요', '수고', '많으셨습니다']"
15818,무단횡단하는 새끼들은 다 치였으면,1,"['무단', '횡', '단하는', '새끼', '들', '은', '다', '치였으면']"
15819,두 팀 모두 재밌게 즐기는 것 같아 보기 좋았어요 화이팅,0,"['두', '팀', '모두', '재밌게', '즐기는', '것', '같아', '보기', '좋았어요', '화이팅']"
15820,썅놈,1,['썅놈']
15821,왜 이러는 걸까,0,"['왜', '이러는', '걸까']"
15822,그냥 소화기로 대갈 통 빠게야지,1,"['그냥', '소화기', '로', '대갈', '통', '빠게야', '지']"
15823,4번 아줌마 개노답이구요,1,"['4', '번', '아줌마', '개노답이구요']"
15824,불편한 것도 많네,0,"['불편한', '것', '도', '많네']"
15825,저 들 밥 먹고 드럽게 할 일 없나 부다 요즘 군대가 군대냐 당나라 군 대지 졸라 빠져가지고 ㅋㅋ,1,"['저', '들', '밥', '먹고', '드럽게', '할', '일', '없나', '부다', '요즘', '군대', '가', '군대', '냐', '당나라', '군', '대지', '졸라', '빠져가지고', 'ㅋㅋ']"
15826,아운전 개같이 하는 애들 덤 프로 반죽 만들어야 정신차리지,1,"['아', '운전', '개', '같이', '하는', '애', '들', '덤', '프로', '반죽', '만들어야', '정신차리지']"
15827,청문회 때 국민의 짐 의원들이 개소리 지 꺼린 거기 억안나 나봅니다 개똥통 소굴로 왜 들어가는지어차피 대선 포기하겠지만 추 한 꼴 보기 싫으네요 마누라 집안 검증 좀 하고 결혼하시지 불쌍한 인생 참 마음이 아프네요,1,"['청문회', '때', '국민', '의', '짐', '의원', '들', '이', '개', '소리', '지', '꺼린', '거기', '억', '안나', '나', '봅니다', '개똥통', '소굴', '로', '왜', '들어가는지', '어차피', '대선', '포기', '하겠지만', '추', '한', '꼴', '보기', '싫으네요', '마누라', '집안', '검증', '좀', '하고', '결혼', '하시지', '불쌍한', '인생', '참', '마음', '이', '아프네요']"
15828,미주는 할리퀸 잘 어울리겠네,0,"['미주', '는', '할리퀸', '잘', '어울리겠네']"
15829,어떻게 뭉뭉이 ㅠㅠ 괜찮으려나,0,"['어떻게', '뭉뭉', '이', 'ㅠㅠ', '괜찮으려나']"
15830,국회의원 일이 아니니 대충 넘어가는 거지 ㅋㅋㅋㅋ,0,"['국회의원', '일이', '아니니', '대충', '넘어가는', '거지', 'ㅋㅋㅋㅋ']"
15831,대깨문 부모들이구나 애들도 나라에 필요 없는 대깨문으로 키우겠네,1,"['대', '깨문', '부모', '들', '이구나', '애', '들', '도', '나라', '에', '필요', '없는', '대', '깨문으로', '키우겠네']"
15832,너무 안스럽다,0,"['너무', '안', '스럽다']"
15833,919236236 이건 존 나빡침,1,"['919236236', '이건', '존', '나', '빡침']"
15834,와 아직도 이런 걸 봐 호구들 ㅋㅋㅋ,1,"['와', '아직도', '이런', '걸', '봐', '호구', '들', 'ㅋㅋㅋ']"
15835,장재호 너 어디 살아 너도 납치해줄까,1,"['장재호', '너', '어디', '살', '아', '너', '도', '납치', '해줄까']"
15836,얼마만이냐 진짜,0,"['얼마', '만', '이냐', '진짜']"
15837,여배우가 뭔 벼슬도 아니고 ㅈ ㅈ 조선시대엔 그냥 기생들이었는데,1,"['여배우', '가', '뭔', '벼슬도', '아니고', 'ㅈ', 'ㅈ', '조선시대', '엔', '그냥', '기생', '들이었는데']"
15838,아 진짜 미친 거 아님,0,"['아', '진짜', '미친', '거', '아님']"
15839,ㅋㅋ 딱 자식 새끼가 애미한테 잘 배웠네ㅇㅇ,1,"['ㅋㅋ', '딱', '자식', '새끼', '가', '애미', '한테', '잘', '배웠네', 'ㅇㅇ']"
15840,아줌마들 진짜 대깨문 임ㅋㅋㅋㅋㅋㅋ,1,"['아줌마', '들', '진짜', '대', '깨문', '임', 'ㅋㅋㅋㅋㅋㅋ']"
15841,유튜브 아이돌 닮은 꼴 마카롱 티비에 있다길래 어플로 들어가봤더니 옛날 전 여친이 벗 1방하더라,1,"['유튜브', '아이돌', '닮은', '꼴', '마카롱', '티비', '에', '있다길래', '어플', '로', '들어가', '봤더니', '옛날', '전', '여친', '이', '벗', '1', '방', '하더라']"
15842,올 만에 명장면 한번 뽑아주셨군요,0,"['올', '만에', '명장', '면', '한번', '뽑아주셨군요']"
15843,ㅋㅋㅋㅋㅋㅋ 진짜 ㅆㄹㄱㄴ,1,"['ㅋㅋㅋㅋㅋㅋ', '진짜', 'ㅆㄹㄱㄴ']"
15844,몇십 년만 지나면 아이언맨도 만드겠네 ㅋㅋㅋㅋ,0,"['몇십', '년', '만', '지나면', '아이언맨', '도', '만드겠', '네', 'ㅋㅋㅋㅋ']"
15845,어후 백인 우월주의자들은 정신 좀 차려야 돼 가 오만 처잡고 실제론 저렇게 훅 가버리면서 도발해 대고,1,"['어후', '백인', '우월', '주의자', '들', '은', '정신', '좀', '차려', '야', '돼', '가', '오만', '처', '잡고', '실제', '론', '저렇게', '훅', '가버리면서', '도발', '해', '대고']"
15846,시골 지역 다니다 보면 산 비탈에 전원주택들 엄청 많던데 보기에도 불안혀,0,"['시골', '지역', '다니다', '보면', '산', '비탈', '에', '전원주택', '들', '엄청', '많던데', '보기', '에도', '불안혀']"
15847,이경실 조혜련 이국주 토나오게 싫은 비호감 탑3,1,"['이경실', '조혜련', '이국주', '토나오게', '싫은', '비호감', '탑', '3']"
15848,몇 년 전 페북에서도 뵀었는데 이렇게 유튜브 도 시작하신 줄은 몰랐어요 페북에선 어떻게 사람이 저렇게 생기고 저렇게 입을까 했는데 지금 보니 그냥 사람이 아니셨네요 앞으로도 잘 보겠습니다 좋은 영상 부탁해요,0,"['몇', '년', '전', '페북', '에서도', '뵀었는데', '이렇게', '유튜브', '도', '시작', '하신', '줄', '은', '몰랐어요', '페북', '에선', '어떻게', '사람', '이', '저렇게', '생기', '고', '저렇게', '입을까', '했는데', '지금', '보니', '그냥', '사람', '이', '아니셨네요', '앞', '으로도', '잘', '보겠습니다', '좋은', '영상', '부탁', '해요']"
15849,어휴 아줌마 과 태료 9만원 편안 목소리 크면 다인 줄 아는 아줌마가 많은 듯,1,"['어휴', '아줌마', '과', '태료', '9만원', '편안', '목소리', '크면', '다인', '줄', '아는', '아줌마', '가', '많은', '듯']"
15850,반드시 니 인생에 저주가 있을 것이다,1,"['반드시', '니', '인생', '에', '저주', '가', '있을', '것', '이다']"
15851,진짜 틀 딱 ㅅㄲ들 썅 마이웨이 어우 울화통 터져 그리고 누구나 실수는 할 수 있긴 한데 일단 뒈질 뻔 했으면 살려주셔서 감사합니다 사과를 해라 역겨운 운전자들,1,"['진짜', '틀', '딱', 'ㅅㄲ', '들', '썅', '마이웨이', '어우', '울화통', '터져', '그리고', '누구', '나', '실수', '는', '할', '수', '있긴', '한데', '일단', '뒈질', '뻔', '했으면', '살려주셔서', '감사합니다', '사과', '를', '해', '라', '역겨운', '운전자', '들']"
15852,ㅅ고ㅌ비 여캠들이 남자 페티쉬를 잘 이해하는 듯 발도 막 보여주고 겨드랑이 도보여주고 아 상상만 해도 설거같네,1,"['ㅅ', '고', 'ㅌ', '비', '여', '캠', '들', '이', '남자', '페티쉬', '를', '잘', '이해', '하는', '듯', '발도', '막', '보여주고', '겨드랑이', '도', '보여주고', '아', '상상', '만', '해도', '설거', '같네']"
15853,이름이 뭐냐고 동맥 끊어지면 죽어요,0,"['이름', '이', '뭐', '냐', '고', '동맥', '끊어지면', '죽어요']"
15854,면전에 대고 손가락질하면서 다 같이 존 나 쳐웃고 싶다 니들 지금 개 한심하고 역겹다고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,"['면전', '에', '대고', '손가락질', '하면서', '다', '같이', '존', '나', '쳐', '웃고', '싶다', '니', '들', '지금', '개', '한심하고', '역겹다고', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
15855,응원합니다 너무 힘들어 하지 말고 즐기면서 하세요,0,"['응원', '합니다', '너무', '힘들어', '하지', '말고', '즐기면서', '하세요']"
15856,삼촌이 조카 마술로 놀아주는 거 같에 요 ㅋㅋㅋㅋ,0,"['삼촌', '이', '조카', '마술', '로', '놀아주는', '거', '같에', '요', 'ㅋㅋㅋㅋ']"
15857,아무리 안 친했다고 안 그래도 바닥에 떨어진 놈 짓뭉게 버리냐 다른 건 그렇다 쳐도 여자와 잠자리에 미친 사람 같았다 아침까지 술 먹다 촬영장에 나왔다 같은 얘긴 뭐 하러 하냐 고 자 질쟁이 같고 남자답지 않아 보인다,1,"['아무리', '안', '친했다고', '안', '그래도', '바닥', '에', '떨어진', '놈', '짓뭉', '게', '버리냐', '다른', '건', '그렇다', '쳐도', '여자', '와', '잠자리', '에', '미친', '사람', '같았다', '아침', '까지', '술', '먹다', '촬영장', '에', '나왔다', '같은', '얘', '긴', '뭐', '하러', '하냐', '고', '자', '질', '쟁이', '같고', '남자', '답지', '않아', '보인다']"
15858,ㅋㅋㅋㅋ 탁구 졸 귀탱이던 데,0,"['ㅋㅋㅋㅋ', '탁구', '졸', '귀탱', '이던', '데']"
15859,2번 새끼 지능 고라니네,1,"['2', '번', '새끼', '지능', '고라니', '네']"
15860,ㅉ병신들,1,"['ㅉ', '병신', '들']"
15861,카니지 원작처럼 슬림한 비쥬얼 지리게 구현했네,0,"['카니', '지', '원작', '처럼', '슬림', '한', '비쥬', '얼', '지리', '게', '구현', '했네']"
15862,ㅂㅂ티비 수위 진짜 말 안 되네 군대에서 보던 맥심은 그냥 청소년 잡지였네 수위가 진짜 뭐냐,1,"['ㅂㅂ', '티비', '수위', '진짜', '말', '안', '되네', '군대', '에서', '보던', '맥심', '은', '그냥', '청소년', '잡지였네', '수위', '가', '진짜', '뭐', '냐']"
15863,남 이사 성형을 하던 지럴을 하던 무슨 상관입니까 본인들이나 잘 챙기세요 저 배우 생활비를 직접 주는 것도 아니고 가족도 아니고 앞으로 평생 책임질 사람도 아닌데 뭔 그리 남의 얼굴 가지고 배나라 감나라 들인지 쯧쯧,0,"['남', '이사', '성형', '을', '하던', '지럴', '을', '하던', '무슨', '상관', '입', '니까', '본인', '들', '이나', '잘', '챙기세요', '저', '배우', '생활비', '를', '직접', '주는', '것', '도', '아니고', '가족', '도', '아니고', '앞', '으로', '평생', '책임질', '사람', '도', '아닌데', '뭔', '그리', '남', '의', '얼굴', '가지', '고', '배', '나라', '감', '나라', '들인지', '쯧쯧']"
15864,상이는 진짜 와 ㅋㅋㅋ 할 말이 없다 남자가 봐도 ㅋㅋ 홀릭이 된다,0,"['상이', '는', '진짜', '와', 'ㅋㅋㅋ', '할', '말', '이', '없다', '남자', '가', '봐도', 'ㅋㅋ', '홀릭이', '된다']"
15865,소름 상상으로 생각했던 게 현실이 됐네,0,"['소름', '상상', '으로', '생각', '했던', '게', '현실', '이', '됐네']"
15866,응 우리나라에 들어오면 방산비리야 ㅋㅋ,0,"['응', '우리나라', '에', '들어오면', '방산', '비리', '야', 'ㅋㅋ']"
15867,ㅈ같이 생겨가지고 ㅈ같이 행동 햇 엇네 ㅎㅎ,1,"['ㅈ', '같이', '생겨가지고', 'ㅈ', '같이', '행동', '햇', '엇', '네', 'ㅎㅎ']"
15868,바로 고소당하고 국정 윈 지하실로 끌려가서 온갖 고문은 다 당할 듯,0,"['바로', '고소', '당', '하고', '국정', '윈', '지하실', '로', '끌려가서', '온갖', '고문', '은', '다', '당할', '듯']"
15869,하 이 언닌 또 이쁘네 음색까지 또 이 쁘고 말이야 그리고 노래 처음 들었을 때 이 질감이 없어서 좋더라,0,"['하', '이', '언닌', '또', '이쁘네', '음색', '까지', '또', '이', '쁘', '고', '말', '이야', '그리고', '노래', '처음', '들었을', '때', '이', '질감', '이', '없어서', '좋더라']"
15870,우리나라 양궁 선수들이 양궁 활 만들어서 뭐가 편하고 뭐가 불편한지를 안다고 하더라,0,"['우리나라', '양궁', '선수', '들', '이', '양궁', '활', '만들어서', '뭐', '가', '편하고', '뭐', '가', '불편한지를', '안다고', '하더라']"
15871,수고하셨습니다 노래 감사합니다 노래 너무 좋습니다,0,"['수고', '하셨습니다', '노래', '감사합니다', '노래', '너무', '좋습니다']"
15872,아침부터 눈물 나네,0,"['아침', '부터', '눈물', '나네']"
15873,제일 양아치는 보험회사 개새끼들 관례가 어디 있어 ㅋㅋ 지랄들은,1,"['제일', '양', '아치', '는', '보험', '회사', '개새끼', '들', '관례', '가', '어디', '있어', 'ㅋㅋ', '지랄', '들', '은']"
15874,항상 그 모습 그대로,0,"['항상', '그', '모습', '그대로']"
15875,웃긴 건 진짜 맞아야 하는 정치인도 있다는 것이다,0,"['웃긴', '건', '진짜', '맞아야', '하는', '정치인', '도', '있다는', '것', '이다']"
15876,펜스 나 벽 세워서 못하게 막아야 될 듯,0,"['펜스', '나', '벽', '세워서', '못', '하게', '막아야', '될', '듯']"
